date_time,latitude,longitude,Depth  (km),mag,Location
2023-12-09 18:04:00,13.88,120.42,64,2.0,023  km N 76° W of Calatagan (Batangas)
2023-12-09 17:57:00,15.95,121.44,4,1.7,016  km N 42° W of Dipaculao (Aurora)
2023-12-09 17:56:00,8.73,127.16,20,3.0,097  km S 77° E of Cagwait (Surigao Del Sur)
2023-12-09 17:51:00,8.74,126.35,29,1.9,008  km S 40° E of Marihatag (Surigao Del Sur)
2023-12-09 17:47:00,9.09,127.13,1,2.1,094  km N 78° E of Cagwait (Surigao Del Sur)
2023-12-09 17:39:00,8.87,126.81,1,2.7,056  km S 84° E of Cagwait (Surigao Del Sur)
2023-12-09 17:37:00,8.44,126.78,1,3.2,050  km N 80° E of Hinatuan (Surigao Del Sur)
2023-12-09 17:33:00,8.81,126.61,21,2.3,036  km S 70° E of Cagwait (Surigao Del Sur)
2023-12-09 17:29:00,8.84,126.76,18,2.3,051  km S 80° E of Cagwait (Surigao Del Sur)
2023-12-09 17:27:00,8.56,126.26,12,2.0,024  km N 21° W of Hinatuan (Surigao Del Sur)
2023-12-09 17:26:00,8.67,126.74,1,3.2,056  km S 61° E of Cagwait (Surigao Del Sur)
2023-12-09 17:16:00,8.85,126.84,3,3.2,059  km S 83° E of Cagwait (Surigao Del Sur)
2023-12-09 17:04:00,8.38,126.87,8,2.2,058  km N 89° E of Hinatuan (Surigao Del Sur)
2023-12-09 16:59:00,9.1,126.69,23,1.8,047  km N 65° E of Cagwait (Surigao Del Sur)
2023-12-09 16:50:00,9.14,126.99,2,2.6,079  km N 72° E of Cagwait (Surigao Del Sur)
2023-12-09 16:45:00,9.07,126.99,3,3.6,078  km N 77° E of Cagwait (Surigao Del Sur)
2023-12-09 16:23:00,8.55,126.67,32,1.8,042  km N 60° E of Hinatuan (Surigao Del Sur)
2023-12-09 16:22:00,8.69,126.05,23,1.8,008  km N 36° W of Lianga (Surigao Del Sur)
2023-12-09 16:16:00,9.49,126.25,20,2.2,025  km N 15° E of Cortes (Surigao Del Sur)
2023-12-09 16:12:00,9.07,126.99,4,4.1,078  km N 77° E of Cagwait (Surigao Del Sur)
2023-12-09 16:02:00,8.78,126.91,25,3.2,068  km S 77° E of Cagwait (Surigao Del Sur)
2023-12-09 16:00:00,9.16,126.94,3,2.7,075  km N 69° E of Cagwait (Surigao Del Sur)
2023-12-09 15:47:00,8.31,126.91,19,2.5,064  km S 84° E of Hinatuan (Surigao Del Sur)
2023-12-09 15:38:00,8.52,126.37,26,2.3,017  km N 10° E of Hinatuan (Surigao Del Sur)
2023-12-09 15:32:00,8.54,127.38,26,2.5,116  km N 81° E of Hinatuan (Surigao Del Sur)
2023-12-09 15:28:00,8.18,126.72,13,1.6,038  km N 65° E of Lingig (Surigao Del Sur)
2023-12-09 15:17:00,8.78,126.61,14,3.1,037  km S 66° E of Cagwait (Surigao Del Sur)
2023-12-09 15:08:00,9.33,126.64,21,1.8,049  km N 83° E of Cortes (Surigao Del Sur)
2023-12-09 15:05:00,8.69,126.57,23,1.7,032  km S 67° E of Marihatag (Surigao Del Sur)
2023-12-09 14:59:00,8.62,126.24,25,1.8,014  km S 09° E of San Agustin (Surigao Del Sur)
2023-12-09 14:56:00,8.45,126.62,26,1.9,032  km N 73° E of Hinatuan (Surigao Del Sur)
2023-12-09 14:50:00,8.21,126.66,25,2.4,040  km S 65° E of Hinatuan (Surigao Del Sur)
2023-12-09 14:46:00,8.42,126.86,15,2.6,058  km N 85° E of Hinatuan (Surigao Del Sur)
2023-12-09 14:39:00,8.46,126.67,10,2.0,038  km N 75° E of Hinatuan (Surigao Del Sur)
2023-12-09 14:27:00,8.66,126.83,3,3.3,063  km N 59° E of Hinatuan (Surigao Del Sur)
2023-12-09 13:56:00,9.13,126.97,5,3.8,077  km N 73° E of Cagwait (Surigao Del Sur)
2023-12-09 13:52:00,8.85,125.73,24,1.5,005  km N 44° E of Sibagat (Agusan Del Sur)
2023-12-09 13:42:00,8.36,127.11,1,2.4,085  km S 89° E of Hinatuan (Surigao Del Sur)
2023-12-09 13:35:00,8.52,127.31,21,2.3,109  km N 81° E of Hinatuan (Surigao Del Sur)
2023-12-09 13:33:00,9.58,126.95,1,2.7,089  km S 76° E of General Luna (Surigao Del Norte)
2023-12-09 13:28:00,7.91,126.2,33,1.8,019  km N 61° E of Monkayo (Davao De Oro)
2023-12-09 13:19:00,8.56,127.5,35,1.7,130  km N 81° E of Hinatuan (Surigao Del Sur)
2023-12-09 13:17:00,8.07,126.48,37,1.6,008  km N 68° E of Lingig (Surigao Del Sur)
2023-12-09 13:16:00,8.53,126.19,19,1.5,007  km S 87° E of Barobo (Surigao Del Sur)
2023-12-09 13:15:00,8.59,126.54,19,1.5,033  km N 41° E of Hinatuan (Surigao Del Sur)
2023-12-09 13:12:00,8.07,126.63,32,1.9,024  km N 83° E of Lingig (Surigao Del Sur)
2023-12-09 13:05:00,9.58,126.62,13,2.4,056  km S 66° E of General Luna (Surigao Del Norte)
2023-12-09 12:51:00,8.64,126.78,22,2.1,058  km N 58° E of Hinatuan (Surigao Del Sur)
2023-12-09 12:42:00,8.7,127.52,39,2.7,137  km S 80° E of Cagwait (Surigao Del Sur)
2023-12-09 12:40:00,8.64,127.16,32,2.6,096  km N 71° E of Hinatuan (Surigao Del Sur)
2023-12-09 12:34:00,9.26,126.49,26,2.2,033  km S 87° E of Cortes (Surigao Del Sur)
2023-12-09 12:31:00,8.57,126.26,29,1.8,016  km N 72° E of Barobo (Surigao Del Sur)
2023-12-09 12:24:00,8.47,126.7,11,2.1,041  km N 74° E of Hinatuan (Surigao Del Sur)
2023-12-09 12:18:00,8.38,127.46,3,2.0,124  km N 90° E of Hinatuan (Surigao Del Sur)
2023-12-09 12:17:00,8.38,127.45,2,2.0,122  km N 89° E of Hinatuan (Surigao Del Sur)
2023-12-09 12:15:00,8.34,126.64,32,1.5,034  km S 86° E of Hinatuan (Surigao Del Sur)
2023-12-09 12:13:00,8.26,126.53,32,1.7,024  km S 61° E of Hinatuan (Surigao Del Sur)
2023-12-09 12:11:00,8.42,126.3,27,1.7,007  km N 38° W of Hinatuan (Surigao Del Sur)
2023-12-09 12:02:00,8.44,126.65,1,3.1,035  km N 76° E of Hinatuan (Surigao Del Sur)
2023-12-09 11:56:00,9.54,126.65,10,2.5,058  km N 60° E of Cortes (Surigao Del Sur)
2023-12-09 11:47:00,8.82,127.28,28,2.8,108  km S 84° E of Cagwait (Surigao Del Sur)
2023-12-09 11:45:00,8.38,126.81,22,2.5,052  km N 88° E of Hinatuan (Surigao Del Sur)
2023-12-09 11:37:00,9.41,126.5,22,1.5,037  km N 67° E of Cortes (Surigao Del Sur)
2023-12-09 11:20:00,8.63,126.61,25,2.4,042  km N 46° E of Hinatuan (Surigao Del Sur)
2023-12-09 11:18:00,6.56,125.08,17,1.7,019  km S 44° E of Columbio (Sultan Kudarat)
2023-12-09 11:04:00,8.58,126.57,24,2.2,035  km N 48° E of Hinatuan (Surigao Del Sur)
2023-12-09 10:56:00,9.04,126.59,1,2.3,035  km N 67° E of Cagwait (Surigao Del Sur)
2023-12-09 10:54:00,8.58,127.4,33,2.1,119  km N 79° E of Hinatuan (Surigao Del Sur)
2023-12-09 10:38:00,8.79,127.36,23,4.0,118  km S 83° E of Cagwait (Surigao Del Sur)
2023-12-09 10:35:00,8.61,126.49,22,1.6,029  km S 46° E of Marihatag (Surigao Del Sur)
2023-12-09 10:32:00,8.43,126.72,7,2.0,043  km N 81° E of Hinatuan (Surigao Del Sur)
2023-12-09 10:17:00,9.52,126.53,7,3.6,046  km N 54° E of Cortes (Surigao Del Sur)
2023-12-09 10:07:00,5.91,126.05,129,2.7,045  km S 89° E of Jose Abad Santos (Davao Occidental)
2023-12-09 10:04:00,8.31,126.75,15,2.0,046  km S 82° E of Hinatuan (Surigao Del Sur)
2023-12-09 09:54:00,8.39,126.58,33,1.5,027  km N 85° E of Hinatuan (Surigao Del Sur)
2023-12-09 09:53:00,8.3,126.52,26,1.6,022  km S 69° E of Hinatuan (Surigao Del Sur)
2023-12-09 09:33:00,9.51,126.88,1,2.4,080  km N 71° E of Cortes (Surigao Del Sur)
2023-12-09 09:31:00,8.42,126.72,4,2.1,043  km N 82° E of Hinatuan (Surigao Del Sur)
2023-12-09 09:28:00,8.67,126.5,21,1.9,035  km S 39° E of Cagwait (Surigao Del Sur)
2023-12-09 09:22:00,8.52,126.6,16,2.4,033  km N 60° E of Hinatuan (Surigao Del Sur)
2023-12-09 09:14:00,9.38,126.49,19,3.1,035  km N 70° E of Cortes (Surigao Del Sur)
2023-12-09 09:10:00,8.67,126.06,18,1.5,006  km N 43° W of Lianga (Surigao Del Sur)
2023-12-09 08:45:00,12.54,121.86,33,1.7,017  km N 84° W of San Andres (Romblon)
2023-12-09 08:37:00,8.44,126.73,1,3.0,044  km N 80° E of Hinatuan (Surigao Del Sur)
2023-12-09 08:33:00,9.2,126.74,33,1.8,057  km N 57° E of Cagwait (Surigao Del Sur)
2023-12-09 08:27:00,8.8,127.53,34,2.3,136  km S 85° E of Cagwait (Surigao Del Sur)
2023-12-09 08:16:00,8.32,126.65,13,2.0,035  km S 82° E of Hinatuan (Surigao Del Sur)
2023-12-09 08:11:00,8.65,127.05,6,2.4,084  km N 68° E of Hinatuan (Surigao Del Sur)
2023-12-09 08:04:00,8.43,126.58,28,2.9,028  km N 75° E of Hinatuan (Surigao Del Sur)
2023-12-09 07:56:00,8.59,127.78,22,2.8,055  km N 63° E of Hinatuan (Surigao Del Sur)
2023-12-09 07:52:00,8.65,127.3,1,2.8,111  km N 73° E of Hinatuan (Surigao Del Sur)
2023-12-09 07:40:00,9.46,126.94,1,2.5,092  km N 50° E of Cagwait (Surigao Del Sur)
2023-12-09 07:38:00,8.41,126.67,1,2.6,037  km N 83° E of Hinatuan (Surigao Del Sur)
2023-12-09 07:28:00,17.77,119.77,5,3.6,066  km N 73° W of Santa Catalina (Ilocos Sur)
2023-12-09 07:22:00,8.41,126.95,15,1.8,068  km N 86° E of Hinatuan (Surigao Del Sur)
2023-12-09 07:17:00,11.36,124.57,11,2.1,009  km S 82° E of Leyte (Leyte)
2023-12-09 07:10:00,11.09,124.45,59,2.0,007  km S 20° W of Matag-ob (Leyte)
2023-12-09 07:09:00,8.34,126.56,21,2.8,024  km S 83° E of Hinatuan (Surigao Del Sur)
2023-12-09 07:02:00,8.44,126.51,21,3.0,021  km N 67° E of Hinatuan (Surigao Del Sur)
2023-12-09 06:57:00,9.34,126.56,18,2.4,054  km N 31° E of Cagwait (Surigao Del Sur)
2023-12-09 06:51:00,16.45,122.27,39,2.0,008  km S 03° E of Dinapigue (Isabela)
2023-12-09 06:50:00,8.33,126.78,24,1.9,049  km S 85° E of Hinatuan (Surigao Del Sur)
2023-12-09 06:36:00,13.88,120.4,61,1.7,025  km N 79° W of Calatagan (Batangas)
2023-12-09 06:20:00,8.74,127.5,35,2.3,135  km N 72° E of Hinatuan (Surigao Del Sur)
2023-12-09 06:17:00,8.44,127.04,21,2.7,078  km N 84° E of Hinatuan (Surigao Del Sur)
2023-12-09 06:13:00,9.59,127.08,16,4.1,103  km S 78° E of General Luna (Surigao Del Norte)
2023-12-09 06:03:00,8.76,127.0,3,4.0,079  km S 77° E of Cagwait (Surigao Del Sur)
2023-12-09 05:58:00,8.52,126.6,16,3.1,033  km N 59° E of Hinatuan (Surigao Del Sur)
2023-12-09 05:54:00,9.58,126.88,1,4.3,083  km S 74° E of General Luna (Surigao Del Norte)
2023-12-09 05:46:00,17.67,120.47,33,1.4,005  km S 67° E of Magsingal (Ilocos Sur)
2023-12-09 05:45:00,9.71,126.73,17,2.9,063  km S 82° E of General Luna (Surigao Del Norte)
2023-12-09 05:44:00,8.45,126.72,1,2.4,043  km N 77° E of Hinatuan (Surigao Del Sur)
2023-12-09 05:38:00,8.54,127.0,8,2.1,076  km N 75° E of Hinatuan (Surigao Del Sur)
2023-12-09 05:24:00,9.49,126.82,2,4.2,073  km N 71° E of Cortes (Surigao Del Sur)
2023-12-09 05:16:00,8.79,127.42,17,3.5,128  km N 69° E of Hinatuan (Surigao Del Sur)
2023-12-09 05:08:00,8.41,126.72,10,2.7,042  km N 84° E of Hinatuan (Surigao Del Sur)
2023-12-09 04:59:00,8.35,127.55,22,3.3,133  km S 89° E of Hinatuan (Surigao Del Sur)
2023-12-09 04:54:00,8.51,126.89,2,3.1,063  km N 76° E of Hinatuan (Surigao Del Sur)
2023-12-09 04:46:00,8.61,126.99,15,2.5,076  km N 69° E of Hinatuan (Surigao Del Sur)
2023-12-09 04:44:00,9.53,127.33,21,3.5,132  km N 59° E of Cagwait (Surigao Del Sur)
2023-12-09 04:36:00,9.1,126.42,23,2.3,024  km N 34° E of Cagwait (Surigao Del Sur)
2023-12-09 04:34:00,8.88,126.86,10,3.6,062  km S 86° E of Cagwait (Surigao Del Sur)
2023-12-09 04:18:00,8.38,127.57,33,4.4,136  km N 89° E of Hinatuan (Surigao Del Sur)
2023-12-09 04:16:00,14.2,122.81,1,3.1,005  km N 21° W of Labo (Camarines Norte)
2023-12-09 04:09:00,8.52,126.69,12,2.7,043  km N 66° E of Hinatuan (Surigao Del Sur)
2023-12-09 04:05:00,8.43,126.69,25,2.2,039  km N 79° E of Hinatuan (Surigao Del Sur)
2023-12-09 03:56:00,8.76,127.53,30,3.9,136  km S 82° E of Cagwait (Surigao Del Sur)
2023-12-09 03:52:00,8.75,126.36,24,2.2,009  km S 51° E of Marihatag (Surigao Del Sur)
2023-12-09 03:41:00,8.46,127.33,31,1.9,109  km N 84° E of Hinatuan (Surigao Del Sur)
2023-12-09 03:37:00,8.86,127.02,1,2.8,079  km S 86° E of Cagwait (Surigao Del Sur)
2023-12-09 03:34:00,8.78,126.71,21,3.2,048  km S 71° E of Cagwait (Surigao Del Sur)
2023-12-09 03:32:00,8.43,126.76,18,2.9,047  km N 82° E of Hinatuan (Surigao Del Sur)
2023-12-09 03:19:00,8.53,126.82,1,3.2,057  km N 71° E of Hinatuan (Surigao Del Sur)
2023-12-09 03:16:00,8.46,126.57,15,2.6,028  km N 69° E of Hinatuan (Surigao Del Sur)
2023-12-09 03:08:00,11.45,125.9,7,3.1,033  km N 70° E of Hernani (Eastern Samar)
2023-12-09 02:58:00,8.65,127.03,1,2.6,082  km N 67° E of Hinatuan (Surigao Del Sur)
2023-12-09 02:54:00,8.99,127.15,33,2.5,093  km N 86° E of Cagwait (Surigao Del Sur)
2023-12-09 02:50:00,11.43,125.82,3,3.5,025  km N 66° E of Hernani (Eastern Samar)
2023-12-09 02:48:00,8.21,126.69,23,2.2,043  km S 67° E of Hinatuan (Surigao Del Sur)
2023-12-09 02:34:00,9.14,126.97,10,2.9,078  km N 72° E of Cagwait (Surigao Del Sur)
2023-12-09 02:15:00,8.51,127.05,1,1.8,080  km N 78° E of Hinatuan (Surigao Del Sur)
2023-12-09 02:13:00,8.11,126.93,8,2.4,057  km N 82° E of Lingig (Surigao Del Sur)
2023-12-09 02:05:00,8.33,127.33,20,3.3,110  km S 88° E of Hinatuan (Surigao Del Sur)
2023-12-09 02:00:00,7.7,127.38,12,2.3,091  km N 81° E of Baganga (Davao Oriental)
2023-12-09 01:57:00,15.41,119.8,17,1.9,012  km S 79° W of Palauig (Zambales)
2023-12-09 01:56:00,8.71,127.56,15,3.5,140  km N 74° E of Hinatuan (Surigao Del Sur)
2023-12-09 01:51:00,9.23,126.75,9,4.3,060  km N 55° E of Cagwait (Surigao Del Sur)
2023-12-09 01:46:00,9.19,126.97,17,4.1,079  km N 68° E of Cagwait (Surigao Del Sur)
2023-12-09 01:33:00,9.06,122.44,13,2.9,045  km S 30° W of Basay (Negros Oriental)
2023-12-09 01:29:00,9.48,126.75,11,3.2,079  km N 39° E of Cagwait (Surigao Del Sur)
2023-12-09 01:27:00,9.22,126.96,1,3.3,079  km N 66° E of Cagwait (Surigao Del Sur)
2023-12-09 01:25:00,9.14,126.98,25,2.8,079  km N 72° E of Cagwait (Surigao Del Sur)
2023-12-09 01:20:00,8.24,127.02,9,3.4,076  km S 80° E of Hinatuan (Surigao Del Sur)
2023-12-09 01:12:00,8.45,126.84,9,2.0,056  km N 81° E of Hinatuan (Surigao Del Sur)
2023-12-09 01:06:00,8.63,126.85,1,3.0,064  km N 63° E of Hinatuan (Surigao Del Sur)
2023-12-09 00:59:00,8.66,126.69,9,2.8,051  km N 50° E of Hinatuan (Surigao Del Sur)
2023-12-09 00:55:00,8.21,126.87,8,2.7,061  km S 74° E of Hinatuan (Surigao Del Sur)
2023-12-09 00:49:00,8.54,126.74,29,2.4,049  km N 66° E of Hinatuan (Surigao Del Sur)
2023-12-09 00:46:00,8.77,127.24,14,3.5,104  km S 81° E of Cagwait (Surigao Del Sur)
2023-12-09 00:43:00,13.74,120.64,104,1.4,010  km S 05° E of Calatagan (Batangas)
2023-12-09 00:37:00,9.45,126.79,8,3.8,068  km N 73° E of Cortes (Surigao Del Sur)
2023-12-09 00:29:00,9.01,126.6,15,3.4,034  km N 73° E of Cagwait (Surigao Del Sur)
2023-12-09 00:25:00,9.11,126.98,13,4.1,077  km N 74° E of Cagwait (Surigao Del Sur)
2023-12-09 00:22:00,9.07,122.37,31,2.2,045  km S 27° W of Basay (Negros Oriental)
2023-12-09 00:18:00,19.5,122.0,33,2.8,009  km S 82° E of Babuyan Island (Calayan) (Cagayan)
2023-12-09 00:09:00,8.84,127.28,33,4.8,108  km S 85° E of Cagwait (Surigao Del Sur)
2023-12-08 23:58:00,8.36,126.94,2,2.7,066  km S 89° E of Hinatuan (Surigao Del Sur)
2023-12-08 23:56:00,8.86,126.52,30,2.6,025  km S 74° E of Cagwait (Surigao Del Sur)
2023-12-08 23:49:00,8.33,127.24,15,3.4,100  km S 87° E of Hinatuan (Surigao Del Sur)
2023-12-08 23:38:00,8.35,126.99,8,3.4,072  km S 89° E of Hinatuan (Surigao Del Sur)
2023-12-08 23:34:00,8.33,126.64,29,2.1,033  km S 84° E of Hinatuan (Surigao Del Sur)
2023-12-08 23:33:00,8.88,126.64,22,2.5,038  km S 83° E of Cagwait (Surigao Del Sur)
2023-12-08 23:24:00,6.58,125.28,25,1.9,005  km S 28° E of Kiblawan (Davao Del Sur)
2023-12-08 23:20:00,9.12,127.02,2,3.1,082  km N 74° E of Cagwait (Surigao Del Sur)
2023-12-08 23:16:00,8.77,127.6,13,3.3,144  km S 83° E of Cagwait (Surigao Del Sur)
2023-12-08 23:09:00,8.3,126.69,15,4.0,039  km S 79° E of Hinatuan (Surigao Del Sur)
2023-12-08 23:04:00,8.68,126.76,9,2.3,053  km S 76° E of Marihatag (Surigao Del Sur)
2023-12-08 23:02:00,8.83,126.74,5,2.8,048  km N 86° E of Marihatag (Surigao Del Sur)
2023-12-08 22:52:00,8.3,127.19,4,3.4,094  km S 85° E of Hinatuan (Surigao Del Sur)
2023-12-08 22:47:00,8.24,127.17,1,1.7,087  km N 75° E of Lingig (Surigao Del Sur)
2023-12-08 22:36:00,8.32,126.69,18,2.1,039  km S 83° E of Hinatuan (Surigao Del Sur)
2023-12-08 22:32:00,9.08,127.21,25,4.3,101  km N 80° E of Cagwait (Surigao Del Sur)
2023-12-08 22:27:00,8.5,126.98,10,3.0,072  km N 79° E of Hinatuan (Surigao Del Sur)
2023-12-08 22:23:00,7.91,126.96,61,2.7,062  km S 77° E of Lingig (Surigao Del Sur)
2023-12-08 22:22:00,6.21,126.58,70,2.7,074  km S 49° E of Governor Generoso (Davao Oriental)
2023-12-08 22:15:00,8.07,126.88,10,1.6,052  km N 86° E of Lingig (Surigao Del Sur)
2023-12-08 22:11:00,9.15,127.0,9,3.8,081  km N 72° E of Cagwait (Surigao Del Sur)
2023-12-08 22:04:00,8.63,127.38,15,2.6,119  km N 76° E of Hinatuan (Surigao Del Sur)
2023-12-08 22:00:00,8.69,127.6,27,2.5,143  km N 76° E of Hinatuan (Surigao Del Sur)
2023-12-08 21:53:00,9.0,126.95,21,2.3,072  km N 83° E of Cagwait (Surigao Del Sur)
2023-12-08 21:49:00,8.73,127.06,24,2.3,086  km S 76° E of Cagwait (Surigao Del Sur)
2023-12-08 21:43:00,8.46,127.13,24,3.2,088  km N 83° E of Hinatuan (Surigao Del Sur)
2023-12-08 21:35:00,14.6,119.9,43,2.6,040  km S 77° W of Morong (Bataan)
2023-12-08 21:29:00,9.44,126.73,50,1.9,062  km N 73° E of Cortes (Surigao Del Sur)
2023-12-08 21:27:00,9.17,126.92,13,3.3,073  km N 68° E of Cagwait (Surigao Del Sur)
2023-12-08 21:25:00,8.63,127.22,1,3.4,101  km N 73° E of Hinatuan (Surigao Del Sur)
2023-12-08 21:17:00,8.26,126.92,1,3.0,066  km S 79° E of Hinatuan (Surigao Del Sur)
2023-12-08 21:13:00,8.28,126.71,10,3.0,042  km S 77° E of Hinatuan (Surigao Del Sur)
2023-12-08 21:08:00,9.37,126.75,14,3.0,071  km N 45° E of Cagwait (Surigao Del Sur)
2023-12-08 20:59:00,8.76,127.38,21,3.9,123  km N 70° E of Hinatuan (Surigao Del Sur)
2023-12-08 20:56:00,8.48,126.73,1,3.0,045  km N 74° E of Hinatuan (Surigao Del Sur)
2023-12-08 20:46:00,9.05,126.56,8,3.8,031  km N 63° E of Cagwait (Surigao Del Sur)
2023-12-08 20:45:00,8.74,127.12,21,1.6,092  km S 78° E of Cagwait (Surigao Del Sur)
2023-12-08 20:35:00,9.19,126.88,6,3.8,070  km N 65° E of Cagwait (Surigao Del Sur)
2023-12-08 20:29:00,8.53,127.23,3,3.1,100  km N 80° E of Hinatuan (Surigao Del Sur)
2023-12-08 20:27:00,8.23,126.81,19,2.1,054  km S 74° E of Hinatuan (Surigao Del Sur)
2023-12-08 20:25:00,8.76,126.98,31,2.1,076  km S 77° E of Cagwait (Surigao Del Sur)
2023-12-08 20:22:00,7.89,125.02,21,1.7,008  km S 79° W of City Of Valencia (Bukidnon)
2023-12-08 20:21:00,13.89,120.44,66,1.9,022  km N 74° W of Calatagan (Batangas)
2023-12-08 20:18:00,8.24,126.56,22,2.3,029  km S 60° E of Hinatuan (Surigao Del Sur)
2023-12-08 20:15:00,8.37,126.69,30,2.3,039  km N 89° E of Hinatuan (Surigao Del Sur)
2023-12-08 20:06:00,8.76,126.55,20,1.6,028  km S 82° E of Marihatag (Surigao Del Sur)
2023-12-08 20:04:00,9.18,126.45,17,2.5,030  km N 38° E of Bayabas (Surigao Del Sur)
2023-12-08 20:00:00,8.35,126.43,33,1.3,010  km S 78° E of Hinatuan (Surigao Del Sur)
2023-12-08 20:00:00,8.58,126.53,21,1.4,032  km N 43° E of Hinatuan (Surigao Del Sur)
2023-12-08 19:54:00,8.14,126.97,18,1.6,062  km N 80° E of Lingig (Surigao Del Sur)
2023-12-08 19:50:00,8.59,127.12,16,3.1,089  km N 74° E of Hinatuan (Surigao Del Sur)
2023-12-08 19:47:00,9.2,126.07,88,2.3,004  km S 12° E of Lanuza (Surigao Del Sur)
2023-12-08 19:46:00,8.07,127.23,26,2.9,090  km N 88° E of Lingig (Surigao Del Sur)
2023-12-08 19:42:00,8.61,126.43,27,1.8,029  km N 21° E of Hinatuan (Surigao Del Sur)
2023-12-08 19:41:00,8.87,126.99,11,2.8,076  km S 86° E of Cagwait (Surigao Del Sur)
2023-12-08 19:32:00,8.89,127.01,9,5.1,078  km S 87° E of Cagwait (Surigao Del Sur)
2023-12-08 19:28:00,9.51,126.92,1,2.6,083  km N 72° E of Cortes (Surigao Del Sur)
2023-12-08 19:16:00,9.52,126.96,1,3.5,089  km N 72° E of Cortes (Surigao Del Sur)
2023-12-08 19:11:00,7.8,126.89,12,2.0,044  km N 56° E of Baganga (Davao Oriental)
2023-12-08 19:01:00,8.82,127.34,10,2.3,115  km S 85° E of Cagwait (Surigao Del Sur)
2023-12-08 18:58:00,8.5,126.82,14,2.1,056  km N 74° E of Hinatuan (Surigao Del Sur)
2023-12-08 18:57:00,7.9,126.58,24,1.5,019  km N 48° E of Cateel (Davao Oriental)
2023-12-08 18:50:00,9.26,126.94,3,2.2,080  km N 62° E of Cagwait (Surigao Del Sur)
2023-12-08 18:44:00,8.79,126.94,24,2.4,071  km S 79° E of Cagwait (Surigao Del Sur)
2023-12-08 18:35:00,8.81,126.93,20,2.8,070  km N 89° E of Marihatag (Surigao Del Sur)
2023-12-08 18:32:00,8.81,127.09,1,5.2,087  km S 82° E of Cagwait (Surigao Del Sur)
2023-12-08 18:28:00,9.31,126.09,34,2.5,009  km N 19° E of Lanuza (Surigao Del Sur)
2023-12-08 18:23:00,9.16,126.9,15,3.4,071  km N 68° E of Cagwait (Surigao Del Sur)
2023-12-08 18:19:00,12.43,123.67,9,3.0,008  km N 41° E of City Of Masbate (Masbate)
2023-12-08 18:19:00,8.82,126.57,21,3.2,031  km S 70° E of Cagwait (Surigao Del Sur)
2023-12-08 18:17:00,8.34,126.66,25,1.5,035  km S 86° E of Hinatuan (Surigao Del Sur)
2023-12-08 18:14:00,8.3,126.77,14,2.7,048  km S 81° E of Hinatuan (Surigao Del Sur)
2023-12-08 18:12:00,8.39,126.91,3,2.5,063  km N 88° E of Hinatuan (Surigao Del Sur)
2023-12-08 18:10:00,8.86,127.26,32,3.2,107  km S 85° E of Cagwait (Surigao Del Sur)
2023-12-08 18:05:00,8.78,127.05,31,2.2,083  km S 80° E of Cagwait (Surigao Del Sur)
2023-12-08 18:01:00,8.78,127.22,15,4.2,103  km S 82° E of Cagwait (Surigao Del Sur)
2023-12-08 17:53:00,8.86,127.17,16,3.6,096  km S 86° E of Cagwait (Surigao Del Sur)
2023-12-08 17:52:00,12.95,122.77,28,1.8,030  km S 50° W of San Pascual (Masbate)
2023-12-08 17:50:00,8.35,126.88,22,3.2,059  km S 89° E of Hinatuan (Surigao Del Sur)
2023-12-08 17:46:00,8.85,127.29,35,3.6,109  km S 86° E of Cagwait (Surigao Del Sur)
2023-12-08 17:45:00,8.69,126.81,5,1.7,057  km S 78° E of Marihatag (Surigao Del Sur)
2023-12-08 17:41:00,13.73,120.68,180,2.3,012  km S 23° E of Calatagan (Batangas)
2023-12-08 17:38:00,8.49,126.3,28,1.6,014  km N 19° W of Hinatuan (Surigao Del Sur)
2023-12-08 17:37:00,8.76,126.24,30,1.5,019  km S 22° W of Cagwait (Surigao Del Sur)
2023-12-08 17:35:00,8.81,126.6,26,2.7,035  km S 70° E of Cagwait (Surigao Del Sur)
2023-12-08 17:30:00,5.79,125.24,73,1.4,005  km S 51° E of Glan (Sarangani)
2023-12-08 17:26:00,8.59,126.98,17,2.7,075  km N 71° E of Hinatuan (Surigao Del Sur)
2023-12-08 17:22:00,8.55,125.58,2,1.6,016  km S 28° W of Esperanza (Agusan Del Sur)
2023-12-08 17:05:00,20.41,121.47,33,3.5,043  km N 79° W of Sabtang (Batanes)
2023-12-08 17:04:00,13.9,120.42,59,2.9,024  km N 73° W of Calatagan (Batangas)
2023-12-08 16:59:00,8.77,127.36,16,4.4,117  km S 82° E of Cagwait (Surigao Del Sur)
2023-12-08 16:50:00,8.31,126.64,26,2.4,034  km S 80° E of Hinatuan (Surigao Del Sur)
2023-12-08 16:48:00,8.44,127.56,92,2.3,134  km N 87° E of Hinatuan (Surigao Del Sur)
2023-12-08 16:44:00,9.41,126.15,7,2.5,016  km N 19° W of Cortes (Surigao Del Sur)
2023-12-08 16:36:00,8.39,126.45,29,1.7,012  km N 77° E of Hinatuan (Surigao Del Sur)
2023-12-08 16:32:00,8.42,126.32,40,1.7,006  km N 19° W of Hinatuan (Surigao Del Sur)
2023-12-08 16:24:00,8.76,126.9,18,2.6,067  km S 87° E of Marihatag (Surigao Del Sur)
2023-12-08 16:17:00,8.24,126.9,6,1.5,058  km N 67° E of Lingig (Surigao Del Sur)
